,failureType
92635,Scratch
52157,Loc
64641,Near-full
13489,Edge-Loc
26229,Edge-Loc
45212,Loc
79841,Random
35962,Edge-Ring
46700,Loc
43080,Loc
25421,Edge-Loc
55045,Near-full
33280,Edge-Ring
51014,Loc
60479,Near-full
80395,Random
87780,Scratch
49277,Loc
60754,Near-full
8499,Center
71374,Random
78862,Random
1106,Center
53327,Loc
72918,Random
9833,Center
2899,Center
72535,Random
88984,Scratch
17563,Edge-Loc
65408,Near-full
81357,Scratch
23474,Edge-Loc
84735,Scratch
61302,Near-full
6087,Center
47780,Loc
18666,Edge-Loc
11296,Center
54633,Near-full
70130,Random
85081,Scratch
31961,Edge-Ring
65957,Near-full
21503,Edge-Loc
54195,Near-full
58513,Near-full
20372,Edge-Loc
65387,Near-full
92357,Scratch
18153,Edge-Loc
77478,Random
83143,Scratch
27407,Edge-Ring
69713,Random
68327,Random
85944,Scratch
45513,Loc
17977,Edge-Loc
35948,Edge-Ring
28280,Edge-Ring
72514,Random
84739,Scratch
61156,Near-full
81643,Scratch
25725,Edge-Loc
8495,Center
14417,Edge-Loc
56998,Near-full
60304,Near-full
27924,Edge-Ring
71419,Random
13315,Center
91793,Scratch
5477,Center
27913,Edge-Ring
70201,Random
42607,Loc
41593,Loc
45779,Loc
15127,Edge-Loc
57932,Near-full
85258,Scratch
53424,Loc
7053,Center
44878,Loc
84424,Scratch
70388,Random
93407,Scratch
74534,Random
68885,Random
59131,Near-full
21759,Edge-Loc
1944,Center
34237,Edge-Ring
50392,Loc
27775,Edge-Ring
88242,Scratch
75013,Random
13619,Edge-Loc
37225,Edge-Ring
12983,Center
3505,Center
3014,Center
45737,Loc
7418,Center
58542,Near-full
16486,Edge-Loc
80292,Random
81462,Scratch
87399,Scratch
65110,Near-full
66542,Near-full
27195,Edge-Ring
13074,Center
89168,Scratch
1216,Center
68740,Random
60766,Near-full
39858,Edge-Ring
74922,Random
90025,Scratch
75121,Random
69183,Random
76418,Random
92807,Scratch
29906,Edge-Ring
87094,Scratch
21954,Edge-Loc
71872,Random
1585,Center
61971,Near-full
19639,Edge-Loc
67919,Random
15024,Edge-Loc
76656,Random
12374,Center
12095,Center
46078,Loc
63800,Near-full
9097,Center
19606,Edge-Loc
4162,Center
80441,Random
8344,Center
59140,Near-full
90941,Scratch
29100,Edge-Ring
66824,Near-full
34566,Edge-Ring
77943,Random
34857,Edge-Ring
64823,Near-full
17542,Edge-Loc
51831,Loc
41475,Loc
79115,Random
72566,Random
60259,Near-full
57970,Near-full
10246,Center
24084,Edge-Loc
4861,Center
91300,Scratch
43582,Loc
56492,Near-full
42219,Loc
17675,Edge-Loc
4849,Center
1660,Center
82626,Scratch
75762,Random
13704,Edge-Loc
39371,Edge-Ring
25256,Edge-Loc
83564,Scratch
80503,Random
76557,Random
70324,Random
42854,Loc
49528,Loc
86716,Scratch
30007,Edge-Ring
11325,Center
2411,Center
25341,Edge-Loc
73995,Random
61652,Near-full
49066,Loc
7872,Center
35571,Edge-Ring
81327,Scratch
67366,Near-full
79707,Random
13041,Center
6098,Center
62853,Near-full
12526,Center
43118,Loc
48649,Loc
34509,Edge-Ring
54777,Near-full
52954,Loc
19982,Edge-Loc
53127,Loc
76620,Random
22879,Edge-Loc
34668,Edge-Ring
65394,Near-full
22918,Edge-Loc
27659,Edge-Ring
36597,Edge-Ring
17278,Edge-Loc
78383,Random
43798,Loc
65622,Near-full
70765,Random
88590,Scratch
42022,Loc
84837,Scratch
15285,Edge-Loc
10481,Center
50488,Loc
4932,Center
73539,Random
92122,Scratch
94279,Scratch
23290,Edge-Loc
6562,Center
37549,Edge-Ring
6586,Center
85682,Scratch
69619,Random
7631,Center
50991,Loc
64860,Near-full
59654,Near-full
56401,Near-full
56393,Near-full
88084,Scratch
64591,Near-full
64652,Near-full
45187,Loc
54141,Near-full
40489,Loc
90986,Scratch
14869,Edge-Loc
77002,Random
6262,Center
89011,Scratch
46854,Loc
29707,Edge-Ring
42709,Loc
31105,Edge-Ring
93662,Scratch
35580,Edge-Ring
91459,Scratch
43858,Loc
44389,Loc
37233,Edge-Ring
44236,Loc
63299,Near-full
62668,Near-full
19385,Edge-Loc
70363,Random
66845,Near-full
48836,Loc
18150,Edge-Loc
69993,Random
55725,Near-full
32054,Edge-Ring
8713,Center
67111,Near-full
46901,Loc
11597,Center
73944,Random
92117,Scratch
44930,Loc
60468,Near-full
10963,Center
5151,Center
1485,Center
30205,Edge-Ring
81072,Scratch
75099,Random
46768,Loc
57348,Near-full
32279,Edge-Ring
56863,Near-full
14637,Edge-Loc
4770,Center
74290,Random
29860,Edge-Ring
45275,Loc
65325,Near-full
78281,Random
34645,Edge-Ring
32876,Edge-Ring
40550,Loc
87351,Scratch
65088,Near-full
68848,Random
65990,Near-full
53756,Loc
32851,Edge-Ring
25332,Edge-Loc
77790,Random
23829,Edge-Loc
13781,Edge-Loc
14322,Edge-Loc
62406,Near-full
33245,Edge-Ring
81834,Scratch
67006,Near-full
69365,Random
93492,Scratch
36864,Edge-Ring
21372,Edge-Loc
74610,Random
62887,Near-full
74867,Random
17151,Edge-Loc
69726,Random
77075,Random
62206,Near-full
51232,Loc
50055,Loc
11660,Center
54824,Near-full
27910,Edge-Ring
64461,Near-full
69309,Random
9633,Center
28258,Edge-Ring
26669,Edge-Loc
9693,Center
85267,Scratch
93885,Scratch
87283,Scratch
34467,Edge-Ring
34480,Edge-Ring
47947,Loc
19208,Edge-Loc
74671,Random
39765,Edge-Ring
40256,Edge-Ring
72736,Random
28508,Edge-Ring
32516,Edge-Ring
74469,Random
72422,Random
33811,Edge-Ring
13477,Center
15472,Edge-Loc
32638,Edge-Ring
73417,Random
9020,Center
76723,Random
81192,Scratch
11669,Center
46903,Loc
86274,Scratch
29523,Edge-Ring
1248,Center
69877,Random
14308,Edge-Loc
87091,Scratch
83525,Scratch
82628,Scratch
82755,Scratch
25268,Edge-Loc
23008,Edge-Loc
57387,Near-full
45303,Loc
36779,Edge-Ring
77883,Random
37918,Edge-Ring
65715,Near-full
3091,Center
5007,Center
53831,Loc
85208,Scratch
19000,Edge-Loc
70804,Random
40635,Loc
69579,Random
80917,Random
85108,Scratch
86653,Scratch
45775,Loc
44326,Loc
69807,Random
22576,Edge-Loc
27645,Edge-Ring
68296,Random
61903,Near-full
91414,Scratch
59699,Near-full
3754,Center
4283,Center
59431,Near-full
7389,Center
58174,Near-full
28760,Edge-Ring
40882,Loc
19584,Edge-Loc
81593,Scratch
46623,Loc
60999,Near-full
27596,Edge-Ring
72714,Random
88116,Scratch
42403,Loc
70805,Random
61541,Near-full
9757,Center
27084,Edge-Ring
58856,Near-full
82590,Scratch
84335,Scratch
82253,Scratch
28556,Edge-Ring
31954,Edge-Ring
17037,Edge-Loc
81221,Scratch
22579,Edge-Loc
32510,Edge-Ring
68623,Random
68657,Random
91340,Scratch
67953,Random
23132,Edge-Loc
59088,Near-full
66254,Near-full
5996,Center
39063,Edge-Ring
67655,Random
20943,Edge-Loc
82412,Scratch
71182,Random
92979,Scratch
12465,Center
72456,Random
7798,Center
4453,Center
29155,Edge-Ring
31112,Edge-Ring
8681,Center
43285,Loc
81042,Scratch
2304,Center
78304,Random
34621,Edge-Ring
22093,Edge-Loc
36407,Edge-Ring
12976,Center
27196,Edge-Ring
86757,Scratch
25164,Edge-Loc
50780,Loc
67740,Random
86796,Scratch
75125,Random
19360,Edge-Loc
92375,Scratch
1704,Center
12157,Center
17213,Edge-Loc
54204,Near-full
65707,Near-full
39204,Edge-Ring
75888,Random
73829,Random
82946,Scratch
63791,Near-full
83292,Scratch
59038,Near-full
22873,Edge-Loc
23586,Edge-Loc
55942,Near-full
82698,Scratch
38117,Edge-Ring
2436,Center
93696,Scratch
87651,Scratch
28848,Edge-Ring
83533,Scratch
8045,Center
56543,Near-full
53810,Loc
58728,Near-full
65798,Near-full
89334,Scratch
19166,Edge-Loc
15608,Edge-Loc
46075,Loc
16420,Edge-Loc
30588,Edge-Ring
48048,Loc
83342,Scratch
92433,Scratch
5257,Center
93856,Scratch
735,Center
10218,Center
32952,Edge-Ring
25235,Edge-Loc
42474,Loc
58896,Near-full
46269,Loc
70184,Random
24264,Edge-Loc
78605,Random
25042,Edge-Loc
64959,Near-full
59332,Near-full
33300,Edge-Ring
43060,Loc
13847,Edge-Loc
73391,Random
36060,Edge-Ring
42581,Loc
34762,Edge-Ring
48086,Loc
94067,Scratch
45476,Loc
31079,Edge-Ring
41178,Loc
82432,Scratch
51407,Loc
62771,Near-full
62825,Near-full
5958,Center
81832,Scratch
2194,Center
75260,Random
73226,Random
41583,Loc
8668,Center
88124,Scratch
91492,Scratch
8482,Center
77634,Random
54380,Near-full
23582,Edge-Loc
513,Center
79441,Random
88292,Scratch
52593,Loc
66017,Near-full
91233,Scratch
94182,Scratch
88809,Scratch
57295,Near-full
21097,Edge-Loc
43458,Loc
76693,Random
57736,Near-full
18621,Edge-Loc
75187,Random
94098,Scratch
80467,Random
69749,Random
11869,Center
79551,Random
70741,Random
2672,Center
78139,Random
94245,Scratch
39369,Edge-Ring
30131,Edge-Ring
69482,Random
76630,Random
55632,Near-full
71244,Random
64986,Near-full
2712,Center
19347,Edge-Loc
63237,Near-full
21099,Edge-Loc
58429,Near-full
58990,Near-full
15100,Edge-Loc
48887,Loc
62365,Near-full
53949,Near-full
75116,Random
48866,Loc
14338,Edge-Loc
48489,Loc
41910,Loc
25134,Edge-Loc
88673,Scratch
77400,Random
27112,Edge-Ring
57210,Near-full
70822,Random
30826,Edge-Ring
39703,Edge-Ring
23754,Edge-Loc
42415,Loc
63392,Near-full
4090,Center
76799,Random
53068,Loc
43463,Loc
34155,Edge-Ring
76992,Random
58488,Near-full
37739,Edge-Ring
54125,Near-full
76387,Random
22674,Edge-Loc
45682,Loc
74986,Random
94059,Scratch
68820,Random
17433,Edge-Loc
50670,Loc
21993,Edge-Loc
37775,Edge-Ring
502,Center
7637,Center
61560,Near-full
32072,Edge-Ring
83810,Scratch
44910,Loc
64885,Near-full
21234,Edge-Loc
61874,Near-full
46219,Loc
66256,Near-full
50230,Loc
54050,Near-full
2136,Center
22957,Edge-Loc
31837,Edge-Ring
78077,Random
15205,Edge-Loc
91420,Scratch
80130,Random
5811,Center
92342,Scratch
42543,Loc
90957,Scratch
22051,Edge-Loc
2237,Center
72276,Random
5652,Center
12530,Center
86713,Scratch
28799,Edge-Ring
23038,Edge-Loc
81036,Scratch
534,Center
13325,Center
30832,Edge-Ring
29556,Edge-Ring
82118,Scratch
22685,Edge-Loc
43273,Loc
47979,Loc
67180,Near-full
68798,Random
39633,Edge-Ring
8786,Center
8642,Center
3549,Center
49441,Loc
83156,Scratch
42366,Loc
55348,Near-full
36536,Edge-Ring
39631,Edge-Ring
47775,Loc
51951,Loc
59865,Near-full
37614,Edge-Ring
34995,Edge-Ring
88200,Scratch
85914,Scratch
90021,Scratch
39323,Edge-Ring
9831,Center
46532,Loc
35048,Edge-Ring
23041,Edge-Loc
88276,Scratch
44525,Loc
51195,Loc
85855,Scratch
94065,Scratch
51552,Loc
64486,Near-full
31731,Edge-Ring
74854,Random
16989,Edge-Loc
55092,Near-full
69185,Random
60549,Near-full
22545,Edge-Loc
10826,Center
84187,Scratch
24574,Edge-Loc
53664,Loc
73628,Random
10716,Center
29502,Edge-Ring
76805,Random
2150,Center
67599,Random
63411,Near-full
62218,Near-full
68197,Random
55900,Near-full
81592,Scratch
2979,Center
81677,Scratch
9837,Center
34777,Edge-Ring
46720,Loc
48545,Loc
1741,Center
8453,Center
13054,Center
82939,Scratch
86201,Scratch
75286,Random
42186,Loc
76163,Random
34010,Edge-Ring
5319,Center
43494,Loc
7630,Center
55757,Near-full
5006,Center
48044,Loc
58986,Near-full
21764,Edge-Loc
90472,Scratch
60194,Near-full
20450,Edge-Loc
78594,Random
83945,Scratch
73041,Random
51462,Loc
50799,Loc
39122,Edge-Ring
66120,Near-full
10103,Center
43145,Loc
16743,Edge-Loc
64645,Near-full
28019,Edge-Ring
73794,Random
36126,Edge-Ring
62015,Near-full
42139,Loc
48181,Loc
23849,Edge-Loc
47049,Loc
84811,Scratch
66298,Near-full
76442,Random
6125,Center
13094,Center
8833,Center
13599,Edge-Loc
61692,Near-full
65474,Near-full
64244,Near-full
88593,Scratch
81755,Scratch
66179,Near-full
9823,Center
36570,Edge-Ring
60276,Near-full
45418,Loc
79465,Random
24210,Edge-Loc
82053,Scratch
29788,Edge-Ring
44462,Loc
49371,Loc
26853,Edge-Loc
39961,Edge-Ring
62273,Near-full
3653,Center
41282,Loc
64542,Near-full
69948,Random
800,Center
7765,Center
35155,Edge-Ring
58617,Near-full
22218,Edge-Loc
81951,Scratch
82950,Scratch
673,Center
68193,Random
63852,Near-full
12281,Center
72258,Random
22598,Edge-Loc
29226,Edge-Ring
92167,Scratch
43407,Loc
8910,Center
53472,Loc
13660,Edge-Loc
75980,Random
69897,Random
25856,Edge-Loc
78164,Random
81992,Scratch
73618,Random
92432,Scratch
16086,Edge-Loc
84374,Scratch
31375,Edge-Ring
42352,Loc
69169,Random
39290,Edge-Ring
3912,Center
14746,Edge-Loc
37855,Edge-Ring
18018,Edge-Loc
87162,Scratch
83840,Scratch
854,Center
69555,Random
25150,Edge-Loc
52313,Loc
11058,Center
189,Center
20066,Edge-Loc
52299,Loc
84156,Scratch
60019,Near-full
9318,Center
54136,Near-full
49834,Loc
62332,Near-full
13789,Edge-Loc
92097,Scratch
46614,Loc
57902,Near-full
47924,Loc
48482,Loc
82792,Scratch
46029,Loc
7702,Center
44730,Loc
68211,Random
52927,Loc
73591,Random
31107,Edge-Ring
81831,Scratch
74427,Random
41015,Loc
21418,Edge-Loc
24286,Edge-Loc
40143,Edge-Ring
78220,Random
7365,Center
39277,Edge-Ring
87727,Scratch
48516,Loc
92040,Scratch
70639,Random
9510,Center
9764,Center
61642,Near-full
74908,Random
42217,Loc
34248,Edge-Ring
28444,Edge-Ring
71102,Random
69142,Random
25663,Edge-Loc
53142,Loc
38060,Edge-Ring
33503,Edge-Ring
78244,Random
47234,Loc
89973,Scratch
38284,Edge-Ring
14042,Edge-Loc
61061,Near-full
80042,Random
89209,Scratch
3863,Center
53360,Loc
43478,Loc
76209,Random
50649,Loc
40020,Edge-Ring
4752,Center
37692,Edge-Ring
59906,Near-full
33266,Edge-Ring
40383,Edge-Ring
85050,Scratch
66375,Near-full
75984,Random
28568,Edge-Ring
63656,Near-full
4619,Center
55872,Near-full
54825,Near-full
85514,Scratch
32704,Edge-Ring
34081,Edge-Ring
19173,Edge-Loc
50909,Loc
48319,Loc
78764,Random
46966,Loc
63837,Near-full
80767,Random
93408,Scratch
41264,Loc
92313,Scratch
79541,Random
79672,Random
67391,Near-full
80438,Random
79688,Random
19056,Edge-Loc
17168,Edge-Loc
76607,Random
66899,Near-full
62899,Near-full
2246,Center
62869,Near-full
7855,Center
23410,Edge-Loc
10948,Center
55932,Near-full
38877,Edge-Ring
56454,Near-full
79959,Random
14218,Edge-Loc
77217,Random
41085,Loc
65777,Near-full
15665,Edge-Loc
93288,Scratch
64726,Near-full
50134,Loc
24474,Edge-Loc
52744,Loc
88032,Scratch
75937,Random
67924,Random
15469,Edge-Loc
56145,Near-full
25123,Edge-Loc
56651,Near-full
62561,Near-full
21522,Edge-Loc
18539,Edge-Loc
36566,Edge-Ring
86714,Scratch
58588,Near-full
28006,Edge-Ring
61837,Near-full
41701,Loc
65706,Near-full
86864,Scratch
86162,Scratch
74421,Random
33640,Edge-Ring
36122,Edge-Ring
45382,Loc
72665,Random
53496,Loc
30171,Edge-Ring
41158,Loc
13458,Center
11027,Center
10936,Center
82501,Scratch
74969,Random
82150,Scratch
65348,Near-full
83713,Scratch
86417,Scratch
53860,Loc
28543,Edge-Ring
20389,Edge-Loc
28229,Edge-Ring
70097,Random
92026,Scratch
79440,Random
50848,Loc
85768,Scratch
73062,Random
75109,Random
93808,Scratch
15,Center
66549,Near-full
44426,Loc
1818,Center
3470,Center
39518,Edge-Ring
65401,Near-full
36144,Edge-Ring
59663,Near-full
26666,Edge-Loc
7336,Center
60912,Near-full
80127,Random
68375,Random
13728,Edge-Loc
17745,Edge-Loc
49972,Loc
60649,Near-full
8655,Center
5039,Center
44964,Loc
30209,Edge-Ring
68103,Random
20438,Edge-Loc
24765,Edge-Loc
2920,Center
57705,Near-full
11960,Center
72028,Random
8881,Center
78073,Random
24657,Edge-Loc
41034,Loc
65926,Near-full
523,Center
65060,Near-full
82252,Scratch
50316,Loc
89277,Scratch
91370,Scratch
4036,Center
72952,Random
21594,Edge-Loc
87171,Scratch
37294,Edge-Ring
68503,Random
80662,Random
66691,Near-full
2729,Center
88725,Scratch
30340,Edge-Ring
88970,Scratch
18085,Edge-Loc
79756,Random
41622,Loc
20243,Edge-Loc
15861,Edge-Loc
52240,Loc
93868,Scratch
8318,Center
29494,Edge-Ring
36324,Edge-Ring
65076,Near-full
74023,Random
25565,Edge-Loc
79277,Random
76961,Random
15005,Edge-Loc
2666,Center
62032,Near-full
33890,Edge-Ring
32236,Edge-Ring
73545,Random
26954,Edge-Loc
40062,Edge-Ring
51603,Loc
92340,Scratch
31053,Edge-Ring
56537,Near-full
56115,Near-full
42585,Loc
92221,Scratch
31303,Edge-Ring
45258,Loc
1708,Center
65005,Near-full
11429,Center
16672,Edge-Loc
12740,Center
12027,Center
55533,Near-full
39110,Edge-Ring
62663,Near-full
28215,Edge-Ring
70659,Random
77969,Random
65409,Near-full
57061,Near-full
12210,Center
34249,Edge-Ring
84264,Scratch
58764,Near-full
67075,Near-full
64055,Near-full
58391,Near-full
12786,Center
56953,Near-full
53499,Loc
74199,Random
27830,Edge-Ring
55101,Near-full
16604,Edge-Loc
20250,Edge-Loc
86359,Scratch
67779,Random
17737,Edge-Loc
14414,Edge-Loc
13372,Center
74728,Random
65974,Near-full
18387,Edge-Loc
88503,Scratch
24894,Edge-Loc
84336,Scratch
43174,Loc
37632,Edge-Ring
18087,Edge-Loc
92996,Scratch
84571,Scratch
78964,Random
52162,Loc
87307,Scratch
34013,Edge-Ring
204,Center
65202,Near-full
39739,Edge-Ring
44963,Loc
5496,Center
3197,Center
3194,Center
41298,Loc
7817,Center
44270,Loc
40949,Loc
71548,Random
56367,Near-full
39428,Edge-Ring
58880,Near-full
64086,Near-full
66887,Near-full
80983,Scratch
38058,Edge-Ring
2382,Center
11991,Center
66769,Near-full
29351,Edge-Ring
54281,Near-full
2085,Center
61742,Near-full
59000,Near-full
88797,Scratch
69154,Random
8804,Center
85862,Scratch
16557,Edge-Loc
45093,Loc
22697,Edge-Loc
52594,Loc
40485,Loc
49492,Loc
91883,Scratch
42286,Loc
45256,Loc
59778,Near-full
29292,Edge-Ring
89222,Scratch
40168,Edge-Ring
61991,Near-full
91445,Scratch
17256,Edge-Loc
69996,Random
30909,Edge-Ring
11578,Center
36286,Edge-Ring
35303,Edge-Ring
23588,Edge-Loc
12507,Center
52096,Loc
17105,Edge-Loc
31013,Edge-Ring
3737,Center
34763,Edge-Ring
2011,Center
43076,Loc
58555,Near-full
54504,Near-full
7475,Center
81016,Scratch
7062,Center
81286,Scratch
90514,Scratch
66350,Near-full
86592,Scratch
743,Center
22398,Edge-Loc
3627,Center
19992,Edge-Loc
47040,Loc
40310,Edge-Ring
13429,Center
94044,Scratch
51998,Loc
52748,Loc
70195,Random
29832,Edge-Ring
5742,Center
70809,Random
70351,Random
66039,Near-full
26036,Edge-Loc
34269,Edge-Ring
73232,Random
26175,Edge-Loc
43056,Loc
66296,Near-full
87878,Scratch
3245,Center
56819,Near-full
55740,Near-full
42506,Loc
19381,Edge-Loc
71874,Random
48291,Loc
56732,Near-full
86006,Scratch
17341,Edge-Loc
8484,Center
87320,Scratch
58706,Near-full
88640,Scratch
65860,Near-full
79222,Random
27111,Edge-Ring
17726,Edge-Loc
85931,Scratch
34692,Edge-Ring
16677,Edge-Loc
89518,Scratch
22138,Edge-Loc
50127,Loc
43923,Loc
53987,Near-full
55170,Near-full
70206,Random
13656,Edge-Loc
30176,Edge-Ring
5049,Center
68479,Random
52680,Loc
5536,Center
82767,Scratch
37229,Edge-Ring
37001,Edge-Ring
17849,Edge-Loc
33699,Edge-Ring
84089,Scratch
89403,Scratch
71414,Random
43885,Loc
32648,Edge-Ring
64623,Near-full
11688,Center
17834,Edge-Loc
27797,Edge-Ring
90972,Scratch
31250,Edge-Ring
1645,Center
91670,Scratch
89821,Scratch
34065,Edge-Ring
7025,Center
35201,Edge-Ring
9426,Center
80163,Random
25340,Edge-Loc
23366,Edge-Loc
15130,Edge-Loc
46744,Loc
25487,Edge-Loc
68141,Random
21283,Edge-Loc
29420,Edge-Ring
31629,Edge-Ring
12166,Center
21262,Edge-Loc
59709,Near-full
30183,Edge-Ring
19620,Edge-Loc
81875,Scratch
47035,Loc
56126,Near-full
44016,Loc
24652,Edge-Loc
50456,Loc
17902,Edge-Loc
87715,Scratch
41725,Loc
62978,Near-full
74799,Random
64794,Near-full
16236,Edge-Loc
83029,Scratch
8374,Center
10707,Center
68383,Random
37172,Edge-Ring
35249,Edge-Ring
19408,Edge-Loc
939,Center
12789,Center
80230,Random
93625,Scratch
33337,Edge-Ring
21942,Edge-Loc
237,Center
34671,Edge-Ring
40763,Loc
79907,Random
2243,Center
5213,Center
69148,Random
90652,Scratch
82279,Scratch
34306,Edge-Ring
47810,Loc
62416,Near-full
80468,Random
23420,Edge-Loc
39578,Edge-Ring
20613,Edge-Loc
80914,Random
85814,Scratch
29441,Edge-Ring
48490,Loc
44737,Loc
54578,Near-full
39269,Edge-Ring
7281,Center
89777,Scratch
10646,Center
3495,Center
83232,Scratch
61899,Near-full
90550,Scratch
56496,Near-full
435,Center
78031,Random
68792,Random
29112,Edge-Ring
66874,Near-full
75448,Random
41308,Loc
93238,Scratch
59943,Near-full
40725,Loc
19843,Edge-Loc
52589,Loc
43052,Loc
62640,Near-full
17599,Edge-Loc
1675,Center
37241,Edge-Ring
97,Center
76255,Random
74333,Random
42549,Loc
5638,Center
32727,Edge-Ring
50438,Loc
10265,Center
8734,Center
40439,Edge-Ring
34481,Edge-Ring
89928,Scratch
91842,Scratch
63669,Near-full
85102,Scratch
73860,Random
54797,Near-full
6327,Center
69846,Random
42682,Loc
15409,Edge-Loc
88282,Scratch
93331,Scratch
51243,Loc
35866,Edge-Ring
74678,Random
7975,Center
18233,Edge-Loc
21069,Edge-Loc
34894,Edge-Ring
53351,Loc
57622,Near-full
50442,Loc
87939,Scratch
21746,Edge-Loc
78945,Random
70150,Random
5297,Center
39873,Edge-Ring
44531,Loc
85992,Scratch
80569,Random
14787,Edge-Loc
23598,Edge-Loc
71906,Random
67072,Near-full
48350,Loc
9560,Center
40404,Edge-Ring
42356,Loc
93397,Scratch
21442,Edge-Loc
43308,Loc
57698,Near-full
81445,Scratch
67411,Near-full
1017,Center
75102,Random
3856,Center
67907,Random
59598,Near-full
79078,Random
23628,Edge-Loc
51439,Loc
22102,Edge-Loc
17024,Edge-Loc
58485,Near-full
9558,Center
57104,Near-full
94093,Scratch
57514,Near-full
73049,Random
34585,Edge-Ring
85181,Scratch
63704,Near-full
17242,Edge-Loc
64589,Near-full
22712,Edge-Loc
9235,Center
2045,Center
81722,Scratch
23209,Edge-Loc
83450,Scratch
13403,Center
52074,Loc
54760,Near-full
824,Center
58083,Near-full
20820,Edge-Loc
17901,Edge-Loc
75876,Random
30637,Edge-Ring
84815,Scratch
93475,Scratch
40778,Loc
70503,Random
20660,Edge-Loc
12828,Center
79077,Random
43304,Loc
59362,Near-full
75483,Random
33852,Edge-Ring
12459,Center
59640,Near-full
65500,Near-full
15395,Edge-Loc
15683,Edge-Loc
51191,Loc
78092,Random
53553,Loc
1392,Center
67454,Random
44077,Loc
7089,Center
24132,Edge-Loc
62769,Near-full
56836,Near-full
72885,Random
27161,Edge-Ring
32113,Edge-Ring
46550,Loc
48915,Loc
25252,Edge-Loc
3405,Center
46632,Loc
84386,Scratch
39460,Edge-Ring
57686,Near-full
66283,Near-full
64678,Near-full
10342,Center
26959,Edge-Loc
36016,Edge-Ring
89874,Scratch
69764,Random
1909,Center
3425,Center
18322,Edge-Loc
32951,Edge-Ring
28383,Edge-Ring
10809,Center
27793,Edge-Ring
69165,Random
45079,Loc
14921,Edge-Loc
34649,Edge-Ring
19540,Edge-Loc
88560,Scratch
70439,Random
73348,Random
14462,Edge-Loc
58946,Near-full
55705,Near-full
38803,Edge-Ring
73513,Random
516,Center
85154,Scratch
56232,Near-full
43762,Loc
36059,Edge-Ring
24525,Edge-Loc
47544,Loc
51057,Loc
84898,Scratch
61866,Near-full
6883,Center
56334,Near-full
79446,Random
52733,Loc
89881,Scratch
6004,Center
39083,Edge-Ring
63197,Near-full
10609,Center
31740,Edge-Ring
46501,Loc
86536,Scratch
27848,Edge-Ring
46580,Loc
33114,Edge-Ring
